date,flu,flu recovery,having the flu,flu duration,remedies for the flu,influenza,influenza a and b,cure the flu,remedies for flu,flu shots,dangerous fever,break a fever,flu versus cold,medicine for the flu,treating flu,pneumonia,flu how long,flu and cold,flu lasts,braun thermoscan,the flu,cure flu,cold vs. flu,how long flu,how long is the flu,fever reducer,cold and flu,flu contagious period,treating the flu,flu 2019,incubation period for flu,reduce a fever,flu missouri,i have the flu,low body,treat the flu,flu treatment,do i have the flu,flu shot,flu 2018,flu shot walgreens,incubation period for the flu,flu vs cold,flu and fever,flu care,flu vs. cold,human temperature,high fever,medicine for flu,cold vs flu,influenza type a,fight the flu,flu a symptoms,the flu virus,how to treat flu,reduce fever,type a influenza,thermoscan,normal body temperature,how to treat the flu,flu virus,fever flu,stomach flu,how long does flu last,swine flu,st louis flu,flu cough,over the counter flu,contagious flu,flu report,signs of flu,over the counter flu medicine,normal body,get rid of the flu,is flu contagious,flu germs,ear thermometer,early flu symptoms,how long is flu contagious,symptoms of the flu,treatment for flu,exposed to flu,free flu shots,flu contagious,flu length,get over the flu,stomach flu symptoms,symptoms of bronchitis,what is the flu,cold or flu,flu medicine,flu remedies,flu shot side effects,signs of the flu,treat flu,how to get rid of the flu,body temperature
2014-10-01,30,0,0,0,0,14,1,1,1,92,4,4,0,0,1,56,4,1,0,0,18,0,0,8,0,5,15,0,0,0,0,3,13,7,76,0,0,1,68,0,8,0,12,12,29,0,19,22,7,5,5,0,8,20,10,20,10,0,17,0,22,6,30,10,4,31,4,0,4,5,0,0,31,7,14,0,7,0,6,6,6,0,55,4,4,0,27,13,34,0,22,7,83,9,9,4,72
2014-11-01,18,0,29,0,0,12,1,0,1,26,4,2,0,1,0,63,5,3,0,0,12,2,0,10,2,6,35,0,0,0,3,3,3,19,50,0,15,0,26,0,3,13,26,20,27,0,17,30,9,12,0,6,18,17,0,23,0,0,22,5,20,4,29,7,2,14,5,5,16,6,0,6,47,0,24,8,8,0,7,21,7,5,14,16,0,0,0,8,15,16,16,20,53,10,0,0,81
2014-12-01,38,0,57,43,0,50,1,0,1,7,6,7,4,1,2,59,24,4,0,1,34,2,0,50,4,11,46,12,6,0,13,3,6,19,54,12,31,2,17,0,1,33,72,53,46,0,42,46,13,32,15,12,32,56,17,45,28,10,24,5,41,20,75,15,2,14,25,0,69,12,18,0,41,8,49,0,24,7,24,65,10,0,5,69,5,8,45,38,38,8,24,20,16,15,10,5,100
2015-01-01,29,0,41,55,41,30,2,2,1,9,0,4,0,1,2,63,14,1,0,1,28,2,0,28,5,5,16,0,0,0,6,3,13,15,55,7,22,1,9,0,1,13,25,19,31,0,8,40,8,11,11,11,25,43,16,0,22,5,23,0,39,21,48,8,4,9,11,9,33,6,17,0,22,12,35,0,16,10,13,43,7,0,4,33,0,0,29,22,14,27,16,16,12,12,12,5,56
2015-02-01,14,29,29,0,0,14,1,0,1,4,4,5,0,0,1,58,8,3,0,0,16,2,0,16,4,6,38,6,0,0,0,3,5,16,51,8,16,1,4,0,0,13,27,13,13,0,17,21,8,12,0,0,24,17,11,17,0,0,17,5,29,11,42,13,9,9,9,5,16,0,18,6,18,0,37,8,12,14,17,35,14,0,0,16,0,15,15,23,15,8,8,12,8,5,5,10,64
2015-03-01,14,0,56,28,42,25,1,0,1,3,2,4,0,0,0,48,7,2,0,0,16,2,0,14,2,6,20,0,0,0,3,6,9,30,27,0,27,1,3,0,0,13,39,13,13,0,17,75,8,17,0,0,12,33,22,22,0,0,7,0,12,4,39,7,9,7,14,0,16,0,12,0,40,0,16,0,8,0,14,17,7,0,5,16,0,7,15,22,52,8,12,24,8,10,10,0,60
2015-04-01,10,0,29,29,0,14,1,0,1,2,3,4,0,1,0,43,3,1,0,0,7,0,0,7,0,9,11,0,0,0,0,0,5,8,62,8,15,0,2,0,0,0,13,13,13,0,25,29,8,6,0,0,12,11,0,11,0,5,12,5,5,2,11,4,4,7,5,0,0,0,6,0,29,8,0,0,8,0,0,17,7,0,0,0,0,0,15,15,23,8,8,24,0,5,5,5,66
2015-05-01,6,0,29,0,0,6,0,1,1,2,0,2,0,0,0,28,1,0,0,0,4,2,0,2,0,0,6,0,0,0,0,3,10,8,28,0,16,1,2,0,0,0,0,14,14,0,0,26,0,0,0,0,6,35,0,23,0,0,15,0,13,5,16,0,0,7,0,0,5,0,6,0,42,0,8,0,0,7,0,0,7,0,0,5,0,0,8,15,8,8,0,8,0,0,0,0,45
2015-06-01,5,0,30,0,0,4,0,1,0,0,4,2,0,0,0,36,1,1,0,0,3,2,0,3,3,0,12,0,0,0,0,0,5,8,62,0,0,1,1,0,1,0,14,14,14,0,9,40,0,6,0,0,6,0,0,12,0,5,10,0,5,2,7,0,2,5,5,0,5,6,6,0,31,9,9,0,9,0,0,15,7,5,0,5,0,0,8,8,8,0,0,9,9,0,0,0,62
2015-07-01,5,0,0,0,0,3,0,0,0,4,0,0,0,0,0,29,1,0,0,0,5,0,0,2,0,6,6,0,0,0,3,0,3,0,40,0,8,1,1,0,0,0,14,0,14,0,18,44,0,6,0,0,0,0,0,0,0,0,10,0,0,2,5,0,5,5,5,0,5,0,0,0,43,0,0,0,21,0,0,7,0,0,0,5,0,0,24,8,24,0,0,0,0,5,0,0,25
2015-08-01,5,0,0,0,0,3,0,0,1,6,2,2,0,1,0,34,2,1,0,0,2,0,0,3,2,6,9,0,0,0,0,0,3,8,31,8,0,1,5,0,0,0,13,0,13,0,13,46,8,6,6,0,0,0,0,0,11,0,10,0,5,0,4,0,0,5,5,0,0,0,6,0,30,0,0,0,0,0,0,7,0,0,0,0,0,0,0,8,8,0,8,8,0,0,0,0,25
2015-09-01,12,0,28,28,0,6,1,0,0,35,2,3,2,0,0,48,3,0,0,0,8,2,0,7,0,6,6,6,0,0,0,0,8,0,30,0,0,0,19,0,2,0,13,0,38,0,20,28,8,6,0,0,0,11,0,16,0,0,21,0,5,4,15,2,0,9,9,0,0,6,0,0,34,0,8,0,0,7,0,13,0,0,29,0,0,0,22,0,15,0,0,0,20,0,0,0,61
2015-10-01,26,0,24,24,0,11,0,1,0,68,2,4,0,0,0,60,3,2,0,0,15,1,0,6,3,0,24,0,0,0,3,3,8,26,46,6,0,0,50,0,4,0,0,17,39,0,28,28,0,0,7,0,19,19,9,10,14,0,4,0,16,2,24,0,4,19,6,8,8,0,5,0,25,0,14,0,0,6,0,6,6,0,51,8,0,0,13,13,26,7,31,7,38,4,4,0,64
2015-11-01,14,0,0,0,27,7,1,1,1,26,2,2,0,0,0,63,5,0,0,0,12,2,0,10,2,0,5,0,0,0,0,0,6,7,73,15,7,0,28,0,2,0,12,25,19,0,20,52,0,5,0,6,14,11,0,11,0,0,28,9,18,12,25,2,4,13,4,4,4,6,6,0,61,8,8,8,15,0,6,16,6,0,9,4,0,0,0,14,21,8,0,11,19,5,5,0,90
2015-12-01,14,0,27,27,0,11,0,0,1,5,0,2,0,0,0,60,6,2,0,1,13,2,0,12,2,6,27,0,0,0,3,3,4,0,37,0,22,0,11,0,3,13,13,25,13,0,24,52,16,6,0,0,25,11,0,11,0,9,14,0,16,2,55,4,0,11,7,0,0,0,11,0,28,23,8,0,23,7,0,20,7,0,0,0,0,0,36,51,15,19,19,8,8,5,0,0,68
2016-01-01,13,22,22,0,22,4,0,0,1,5,2,2,0,0,0,55,5,2,0,0,7,3,0,9,2,4,22,0,0,0,0,2,4,6,27,0,6,0,4,0,0,0,10,30,10,0,13,32,7,4,5,0,5,9,9,9,9,0,13,4,21,3,29,3,2,5,4,0,11,5,14,0,54,0,19,0,0,5,16,8,0,4,0,11,0,0,29,6,6,6,13,9,6,4,4,8,41
2016-02-01,15,0,22,0,0,13,0,0,1,2,2,8,0,1,1,56,5,1,0,0,12,0,0,11,1,4,16,4,9,0,0,7,8,9,59,6,9,1,3,0,1,0,10,10,31,0,23,52,6,4,14,0,5,9,9,17,26,8,7,0,22,7,44,7,3,0,11,0,14,5,23,0,41,6,16,0,16,11,5,8,11,4,4,14,0,0,18,18,6,12,19,6,0,8,9,4,62
2016-03-01,14,21,0,0,0,21,0,1,0,2,3,4,0,0,0,51,7,1,0,0,13,1,0,15,1,13,17,0,4,0,0,2,3,0,62,11,8,0,3,0,0,0,0,19,14,0,6,43,12,0,9,8,9,21,16,8,16,0,5,4,16,13,34,11,0,7,7,3,12,0,9,0,38,18,9,6,15,5,5,10,0,3,0,12,3,0,5,5,16,9,15,6,0,0,9,11,57
2016-04-01,10,0,21,21,0,14,1,1,1,2,0,5,0,0,0,38,3,1,0,0,9,1,0,5,3,4,19,0,0,0,2,0,5,6,29,0,12,0,4,0,0,0,10,29,19,0,22,38,6,4,4,0,13,8,0,17,8,4,5,0,11,8,33,2,2,5,3,3,9,0,4,0,53,0,12,0,6,0,0,23,0,3,0,9,0,0,17,11,17,6,12,6,0,4,0,4,58
2016-05-01,8,0,0,0,0,5,1,0,0,2,0,3,0,1,0,33,2,1,0,0,4,1,0,5,1,0,15,0,0,0,0,2,2,12,23,0,6,0,1,0,0,0,0,20,0,0,13,38,6,0,4,0,0,0,9,0,9,4,9,4,7,7,18,2,0,0,3,3,3,0,4,0,18,0,6,6,0,0,0,0,5,0,0,3,0,0,11,11,0,6,6,0,6,0,4,4,46
2016-06-01,5,0,0,0,0,4,1,0,1,0,0,0,0,0,0,27,2,1,0,1,4,1,0,4,0,7,14,0,0,0,0,0,0,6,28,0,6,0,1,0,0,0,11,0,0,0,20,37,7,5,0,0,9,0,9,0,0,0,8,0,4,2,14,2,2,7,0,0,4,0,0,0,19,0,7,0,7,0,0,5,0,0,0,4,0,0,0,6,0,7,7,6,0,0,0,0,25
2016-07-01,4,23,0,0,0,3,0,0,0,3,3,2,0,0,0,33,2,0,0,0,2,1,0,3,0,5,5,0,0,0,0,2,0,6,30,0,0,0,3,0,0,10,0,10,10,0,20,50,0,0,0,0,0,9,0,9,0,0,8,0,6,2,17,2,0,0,0,0,4,0,9,0,18,6,0,0,6,0,0,5,0,0,0,4,0,0,0,6,0,0,0,0,0,4,0,4,52
2016-08-01,6,0,0,22,0,3,0,0,0,7,2,0,2,0,0,28,2,1,0,1,4,0,0,4,1,0,9,0,0,0,0,0,2,6,30,0,6,0,5,0,1,0,10,21,10,0,13,33,7,5,0,0,14,9,0,18,0,4,6,0,6,2,17,0,2,4,4,0,0,0,0,0,51,0,13,0,6,0,5,8,5,0,4,0,0,0,18,12,0,6,10,0,0,0,0,0,52
2016-09-01,14,0,21,0,21,5,0,0,1,29,0,2,0,0,0,70,3,1,0,0,7,0,0,6,0,4,17,0,0,0,0,2,5,0,46,6,6,0,24,0,1,0,10,20,20,0,16,44,0,4,0,0,4,8,0,8,0,4,15,0,9,3,16,5,0,12,0,0,0,0,4,0,31,0,0,0,24,5,0,10,5,0,19,0,0,0,6,17,6,6,6,0,24,4,4,0,60
2016-10-01,24,0,42,21,0,9,0,0,0,59,2,3,2,0,0,50,6,1,0,0,15,0,0,11,1,4,15,0,0,0,0,0,8,14,56,6,6,0,56,0,4,0,19,29,38,0,25,40,0,8,0,0,4,16,8,8,0,4,9,4,20,3,23,2,5,23,7,0,7,0,4,0,47,0,12,0,18,0,5,15,0,0,42,7,0,0,6,22,11,6,9,6,74,4,4,0,71
2016-11-01,17,0,0,0,0,9,1,0,0,14,0,7,0,0,0,57,3,2,0,0,12,2,0,7,1,4,27,4,0,0,0,0,4,5,39,6,11,1,24,0,3,0,9,9,24,0,12,30,6,4,0,0,4,8,8,16,0,3,7,0,5,3,24,2,5,3,5,0,7,0,0,0,25,6,0,6,6,5,5,12,5,3,7,7,0,0,11,0,0,11,9,6,12,4,7,0,61
2016-12-01,16,20,20,0,19,10,0,0,0,8,3,3,0,0,0,69,6,2,0,0,16,1,0,13,1,4,24,0,0,0,2,3,4,21,47,0,16,1,11,0,1,0,9,22,13,0,11,40,14,4,0,0,4,12,0,19,0,0,5,3,12,3,64,3,3,13,3,6,13,0,16,4,80,6,25,0,8,5,5,7,5,6,3,13,0,0,31,21,10,11,25,14,0,3,0,3,42
2017-01-01,24,0,19,38,0,27,1,0,1,8,3,4,3,1,1,71,13,4,0,0,26,1,0,27,3,8,57,0,4,0,3,3,10,15,53,8,20,1,10,0,1,0,26,9,17,0,11,58,8,12,11,0,8,26,11,19,22,0,18,3,16,23,75,7,1,11,15,6,23,0,19,0,23,0,35,0,5,9,25,25,9,6,3,23,3,10,10,20,55,16,37,19,5,5,8,3,51
2017-02-01,35,40,40,100,0,64,3,1,1,7,7,4,0,1,1,67,19,2,0,0,38,1,0,39,7,6,28,4,4,0,2,0,10,22,62,13,22,2,9,0,1,9,23,9,28,0,41,71,26,10,16,4,31,32,12,12,32,3,10,5,25,15,73,11,3,11,13,3,53,8,16,8,74,0,57,14,40,5,14,72,12,3,3,53,6,11,42,32,32,6,34,14,6,7,7,3,85
2017-03-01,18,18,27,18,18,28,1,0,1,3,2,3,0,1,1,55,10,1,0,0,18,0,0,20,1,11,15,7,4,0,2,2,4,15,52,7,10,0,4,0,0,8,25,38,29,0,29,40,21,11,7,0,17,14,7,14,14,6,11,0,15,13,53,13,1,6,10,3,23,0,11,4,38,5,15,5,5,9,13,37,4,12,0,23,3,0,15,34,34,10,18,10,5,6,6,3,56
2017-04-01,9,0,0,0,0,9,0,0,0,4,1,4,1,1,0,55,3,1,0,0,7,1,0,6,1,8,16,4,0,0,0,6,0,5,50,0,11,0,2,0,0,0,0,9,18,0,20,55,6,0,0,0,4,8,0,12,0,3,10,3,5,6,23,0,0,6,0,3,6,0,28,0,68,0,6,0,11,0,5,19,0,0,0,6,0,0,31,15,15,6,14,11,6,3,3,0,57
2017-05-01,6,0,0,0,0,4,0,0,0,0,1,3,0,2,0,38,3,1,0,0,4,0,0,5,2,6,8,0,0,0,0,0,0,5,33,0,5,0,0,0,0,0,0,9,9,0,24,42,6,0,0,0,4,8,0,8,0,0,7,0,7,2,30,2,0,7,3,3,6,0,0,0,29,12,6,0,6,0,0,15,0,0,0,6,0,0,21,27,0,6,9,0,0,0,0,7,36
2017-06-01,5,0,21,0,0,5,0,0,0,3,5,4,0,0,0,31,2,1,0,0,2,0,0,4,0,4,9,0,0,0,0,2,0,0,35,0,0,0,0,0,0,10,0,10,29,0,16,38,0,0,4,4,0,17,0,8,8,4,13,0,5,0,38,2,2,3,0,0,3,0,0,0,35,0,6,0,0,5,5,5,5,0,0,3,0,0,0,6,0,6,9,12,0,0,4,0,33
2017-07-01,4,0,21,0,0,4,0,0,0,2,2,2,0,0,0,25,2,1,0,0,3,0,0,4,0,4,11,0,0,0,0,0,2,11,43,6,0,0,2,0,0,0,0,0,19,0,12,47,0,0,0,0,9,13,0,8,0,0,5,4,4,2,20,0,2,0,7,0,0,0,0,0,13,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,4,0,38
2017-08-01,6,0,0,0,0,7,0,0,0,6,1,3,0,0,0,31,1,0,0,0,3,0,0,2,0,4,6,0,0,0,0,2,6,5,36,0,5,0,3,0,0,0,0,0,0,0,11,31,0,0,0,0,10,0,8,0,0,0,8,0,10,1,18,0,0,0,0,0,3,0,4,0,24,0,5,0,5,0,5,7,0,0,0,3,0,0,10,25,15,0,5,5,0,0,3,0,35
2017-09-01,16,0,0,0,0,9,0,0,0,32,1,1,0,1,0,43,3,2,0,0,7,0,0,6,2,6,27,4,0,0,0,0,8,10,54,0,5,0,23,0,3,0,9,18,0,0,11,45,8,4,4,0,16,15,0,22,7,0,13,0,15,4,19,3,0,9,5,0,6,0,4,0,43,5,8,0,5,0,5,0,5,0,12,6,3,0,5,20,25,8,22,11,24,0,0,0,58
2017-10-01,26,0,0,0,0,9,0,0,1,65,1,1,0,1,0,48,7,1,0,1,17,1,0,14,2,4,19,0,0,0,0,0,12,8,43,0,25,1,57,1,4,0,0,22,47,0,22,33,8,0,4,0,15,22,7,7,7,6,11,0,16,9,41,4,3,26,8,3,8,8,8,4,54,0,11,0,11,0,9,27,4,3,42,8,0,0,5,5,20,11,27,5,61,5,5,0,80
2017-11-01,22,0,57,56,0,12,0,0,1,20,1,3,0,0,0,53,6,2,0,0,18,2,0,12,1,11,30,0,4,0,0,0,8,10,66,5,18,0,27,0,3,9,13,17,0,0,28,44,6,6,4,0,12,22,7,45,7,3,13,3,19,9,51,7,1,8,9,3,14,0,12,0,46,5,16,0,11,9,9,16,7,0,15,14,3,0,30,5,30,0,13,16,19,3,10,3,78
2017-12-01,39,28,0,19,19,42,2,1,1,10,2,4,0,0,0,73,20,5,0,1,34,2,0,42,5,6,63,4,4,0,8,3,17,10,54,10,31,1,24,1,1,9,35,26,35,0,22,61,8,15,12,0,29,26,15,22,22,6,14,8,34,20,89,19,1,29,23,6,52,8,12,0,43,5,43,8,11,0,18,50,9,6,3,52,0,15,50,30,50,16,43,21,8,8,10,3,87
2018-01-01,100,63,81,45,54,100,7,0,2,19,2,5,3,1,1,100,48,8,0,0,100,9,0,100,10,13,100,15,7,0,7,3,75,44,78,19,100,2,35,51,3,17,87,46,100,0,37,96,50,39,24,9,100,100,36,25,46,3,28,9,100,44,100,35,8,38,35,19,100,11,63,11,44,15,100,15,21,19,69,76,15,16,6,100,3,10,48,14,100,23,100,51,10,23,23,19,91
2018-02-01,73,0,97,29,19,82,5,1,2,12,3,5,0,1,1,68,35,5,0,1,82,2,0,72,8,4,64,0,0,0,6,2,47,47,86,24,50,2,20,50,1,18,72,36,67,0,20,100,26,32,26,4,66,42,69,12,50,3,18,10,56,42,66,22,6,25,36,8,64,16,100,8,76,17,97,6,11,16,30,100,12,6,6,64,6,21,62,10,93,22,58,33,22,27,8,5,90
2018-03-01,20,0,27,18,18,26,1,1,1,3,1,1,0,1,0,53,8,2,0,0,18,2,0,17,2,7,31,5,0,0,2,2,6,19,66,15,22,1,4,10,0,8,29,34,42,0,19,64,5,13,7,0,17,25,0,29,14,3,15,5,20,14,37,7,1,4,17,4,16,15,7,4,60,10,20,5,5,6,9,17,4,0,0,16,0,0,38,10,24,13,10,10,5,5,11,3,54
2018-04-01,11,0,0,19,0,12,1,0,1,2,0,1,0,1,1,43,4,1,0,0,7,0,0,9,1,11,19,0,0,0,2,6,5,10,40,0,25,0,1,5,0,0,0,17,26,0,8,27,5,0,0,4,15,18,7,11,0,3,11,3,6,1,32,4,0,3,6,0,10,0,15,0,38,5,0,0,5,9,0,22,4,6,0,10,0,0,10,5,20,16,11,11,5,0,0,0,48
2018-05-01,7,0,39,0,0,6,0,0,0,1,1,3,0,0,0,31,3,1,0,0,6,1,0,6,1,4,17,0,0,0,0,0,4,0,39,5,5,0,0,2,0,0,0,18,9,0,17,28,6,0,0,4,4,8,0,8,0,3,15,0,7,9,28,1,0,0,3,3,6,0,0,0,27,5,5,0,5,5,0,0,5,0,0,6,0,5,15,5,0,5,11,5,0,7,3,0,62
2018-06-01,5,0,0,0,0,3,0,0,0,1,0,2,0,0,0,36,2,0,0,0,4,2,0,4,0,6,6,0,0,0,0,4,2,5,55,0,11,0,3,1,0,0,9,28,9,0,21,51,6,4,0,0,6,16,0,8,0,3,12,0,7,11,17,0,2,8,3,0,3,0,0,0,25,6,6,0,12,0,0,10,0,0,3,3,0,0,0,16,0,0,6,6,0,0,0,0,43
2018-07-01,7,20,20,0,0,3,0,0,0,1,1,2,0,0,0,31,1,1,0,0,4,1,0,3,0,12,12,0,0,0,0,0,4,5,29,5,5,0,1,2,0,9,9,0,9,0,12,49,6,4,0,0,4,8,8,0,0,3,13,3,5,6,9,2,0,6,0,0,0,0,4,0,44,0,6,6,6,0,0,5,7,0,3,0,0,0,5,0,21,0,11,0,0,0,0,0,45
2018-08-01,7,0,19,0,0,4,0,0,0,3,0,3,1,1,0,34,3,1,0,0,4,1,0,6,3,4,19,0,0,0,0,0,4,15,40,5,5,0,3,3,0,0,9,9,9,0,5,36,5,4,0,0,6,0,7,15,0,0,8,0,6,7,20,3,0,6,3,0,6,0,4,0,31,0,11,5,5,0,4,18,4,0,6,6,0,0,5,5,5,0,19,5,5,3,5,0,43
2018-09-01,19,0,19,0,0,9,0,0,0,27,1,1,0,0,0,48,5,2,0,0,13,0,0,9,0,8,27,0,0,2,2,0,11,16,55,5,13,1,31,14,2,0,0,0,18,0,20,63,6,0,0,0,8,31,8,0,0,3,12,3,21,9,19,4,4,19,6,3,9,4,8,0,20,0,5,0,5,0,5,5,0,3,23,9,0,0,15,15,31,11,5,5,19,3,0,0,81
2018-10-01,39,0,37,19,19,10,0,0,1,75,1,3,0,2,0,51,7,3,0,0,27,1,0,15,2,6,41,0,0,6,2,2,15,13,33,10,25,0,94,17,8,0,26,17,69,0,30,58,5,11,4,0,8,26,7,7,7,0,10,3,35,19,22,4,0,26,10,6,9,0,8,4,50,0,11,5,11,0,9,22,4,3,47,9,3,5,15,10,35,5,16,21,69,3,11,0,75
2018-11-01,21,0,19,19,19,9,0,0,1,25,0,4,0,1,1,62,9,3,0,0,16,2,0,18,2,4,42,0,0,2,2,4,16,10,38,5,20,1,38,11,3,0,13,9,35,0,17,47,6,6,0,0,10,11,7,15,0,3,6,0,10,7,41,4,3,3,6,3,14,0,4,0,51,0,8,5,5,7,5,25,11,3,15,14,3,0,20,10,20,19,35,16,24,10,5,0,53
2018-12-01,22,38,28,19,0,11,0,0,1,8,2,4,0,1,0,58,10,3,0,1,18,2,0,21,3,0,46,4,0,6,2,4,7,10,41,5,26,0,16,10,1,0,22,17,31,0,25,50,11,10,4,8,14,19,11,22,7,5,6,0,32,13,76,9,6,6,6,3,14,4,4,0,47,8,24,5,5,5,7,16,14,6,3,14,3,5,35,5,35,13,27,5,5,6,13,3,57
2019-01-01,27,0,36,36,18,22,0,0,0,8,3,4,0,1,0,73,12,5,0,1,26,1,0,25,3,4,60,4,4,60,3,2,10,24,41,15,24,1,13,4,1,8,50,29,29,0,21,58,21,22,4,6,28,32,21,14,7,0,14,0,15,18,68,15,4,6,10,3,33,7,19,0,33,13,26,10,26,4,9,41,9,6,3,33,0,0,19,5,43,18,33,15,5,3,14,0,59
2019-02-01,37,29,76,38,19,43,1,1,1,4,6,6,1,2,1,73,17,3,0,0,37,2,0,36,3,8,44,4,0,67,2,4,14,23,46,8,10,2,11,2,0,0,74,35,44,0,31,78,17,33,10,0,58,34,15,11,19,3,11,3,24,19,57,16,4,8,21,3,53,4,23,4,35,16,51,0,14,0,16,48,5,15,3,53,3,0,35,20,71,14,76,30,11,15,8,5,72
2019-03-01,30,18,45,18,18,48,1,0,1,2,1,4,0,1,1,67,14,4,0,0,32,1,0,29,2,7,55,4,0,37,4,0,6,29,56,5,39,2,7,1,0,12,38,46,29,0,29,69,27,17,6,0,48,25,14,7,11,3,12,3,28,32,73,18,4,7,15,3,36,0,22,4,33,5,28,5,8,4,24,35,7,9,0,36,0,0,19,10,57,15,36,13,5,9,6,6,60
2019-04-01,12,0,37,0,0,14,0,0,0,2,3,6,0,1,0,54,7,1,0,0,11,2,0,14,2,4,13,0,0,22,0,2,4,10,65,5,15,0,3,0,0,0,17,17,13,0,19,46,16,8,4,0,17,15,11,11,7,3,6,3,9,10,41,7,7,9,6,6,16,4,4,11,69,8,8,0,5,0,13,9,4,6,0,16,3,0,34,15,34,8,26,10,0,0,8,3,70
2019-05-01,6,19,19,0,0,5,0,0,1,3,2,1,0,0,0,41,1,1,0,0,5,2,0,2,1,0,17,0,0,5,0,0,2,10,42,0,5,0,1,0,0,0,17,8,17,0,19,35,16,8,0,0,4,29,7,11,0,3,8,3,16,4,13,1,6,9,4,0,3,0,4,0,34,0,5,0,5,0,0,15,4,3,0,3,0,0,19,15,10,0,5,0,0,3,3,0,60
2019-06-01,6,0,20,0,0,5,0,0,0,0,1,1,0,0,0,38,1,1,0,0,4,0,0,3,1,4,18,0,0,11,0,0,4,8,47,0,0,0,2,0,0,9,0,9,18,0,11,43,6,0,4,0,4,8,0,23,8,0,5,3,7,1,27,3,4,3,3,3,6,0,4,0,8,0,17,6,11,0,9,5,0,0,0,6,0,0,5,0,5,11,14,8,0,0,0,0,32
2019-07-01,5,0,0,0,0,3,0,0,0,1,6,2,0,0,1,34,1,1,0,0,5,1,0,2,0,4,10,0,4,4,2,2,2,10,36,0,5,0,3,0,0,0,9,9,9,0,11,36,6,4,0,4,0,15,0,15,0,0,3,0,5,3,22,0,0,3,3,6,3,0,8,0,20,0,5,0,16,0,0,5,0,0,0,3,0,5,0,10,20,0,8,11,0,0,0,0,34
2019-08-01,7,0,0,0,0,3,0,0,0,6,3,2,0,1,1,37,3,2,0,1,6,0,0,5,0,11,21,0,0,20,0,0,8,0,31,5,5,0,6,1,0,0,8,8,16,0,13,45,0,4,4,0,4,7,0,11,7,3,11,3,6,3,11,0,3,6,11,0,9,0,4,0,52,0,10,0,5,4,0,4,4,0,6,9,0,0,9,5,24,0,13,5,0,6,5,3,47
2019-09-01,16,0,17,0,0,10,1,0,0,32,3,3,0,0,0,57,4,1,0,0,12,1,0,9,1,7,17,0,0,57,0,2,5,9,35,5,5,0,27,1,2,0,20,16,16,0,10,48,15,9,0,0,12,17,21,14,0,0,7,6,4,4,18,4,0,14,4,0,8,0,0,0,67,5,7,0,15,6,0,8,4,0,26,8,0,0,9,18,14,10,25,0,17,3,3,0,76
2019-10-01,39,0,17,0,17,10,0,0,1,100,1,4,0,0,0,63,8,3,0,1,28,3,0,18,1,7,38,3,0,100,5,0,16,7,40,9,4,0,100,2,8,8,23,15,69,0,19,54,15,10,3,0,19,23,7,0,6,3,13,3,18,12,36,10,5,33,9,0,17,0,7,0,44,0,16,0,9,4,8,10,0,0,75,17,3,0,22,22,31,9,26,7,78,6,7,0,68
2019-11-01,25,0,15,0,0,10,1,0,0,36,3,3,0,0,0,68,10,3,0,0,20,1,0,21,1,5,35,3,0,32,2,2,11,20,55,8,4,1,39,1,3,0,14,17,17,0,20,44,9,6,3,0,14,21,21,15,6,0,6,4,10,15,38,9,6,5,10,0,24,0,19,0,31,4,9,0,4,4,7,14,4,0,17,24,0,4,20,8,24,19,30,4,32,8,5,3,55
2019-12-01,33,17,50,0,17,27,1,1,1,17,3,5,0,0,0,82,15,3,0,0,31,1,0,31,5,13,42,0,3,65,4,2,12,16,50,9,23,1,22,0,2,8,42,27,42,0,12,69,25,19,3,3,34,23,10,23,7,0,16,0,30,22,72,6,0,3,12,5,39,0,20,0,34,14,33,5,5,8,26,26,12,4,5,39,3,0,57,18,26,19,47,14,14,6,4,6,57
