date,flu,flu recovery,having the flu,bird flu,flu duration,flu in children,influenza a and b,cure the flu,remedies for flu,break a fever,flu versus cold,how long is the flu contagious,medicine for the flu,pneumonia,flu how long,fever cough,flu and cold,braun thermoscan,the flu,flu symptoms,cure flu,how long flu,how long is the flu,symptoms of flu,fever reducer,flu contagious period,treating the flu,flu children,incubation period for flu,how long contagious,i have the flu,low body,treat the flu,is the flu contagious,do i have the flu,flu shot,cold versus flu,flu vs cold,flu and fever,flu care,flu headache,flu symptoms 2018,human temperature,high fever,swine flu symptoms,medicine for flu,flu treatments,cold vs flu,influenza type a,influenza symptoms,the flu virus,how to treat flu,reduce fever,influenza incubation period,thermoscan,normal body temperature,how to treat the flu,fever flu,stomach flu,how long does flu last,swine flu,over the counter flu,contagious flu,what to do if you have the flu,flu report,over the counter flu medicine,normal body,flu or cold,get rid of the flu,flu germs,ear thermometer,flu fever,early flu symptoms,symptoms of the flu,flu map,treatment for flu,cdc flu,exposed to flu,flu symptoms 2019,keto flu,flu contagious,bronchitis,get over the flu,symptoms of bronchitis,oscillococcinum,flu medicine,flu remedies,flu shot side effects,flu complications,treat flu,how to get rid of the flu,body temperature
2014-10-01,49,0,0,48,0,0,0,0,0,0,0,0,0,67,5,5,5,0,26,11,0,0,0,14,0,0,0,51,0,22,0,32,0,0,0,59,0,46,46,0,46,0,0,0,0,0,0,46,0,16,0,0,0,0,0,0,0,10,10,10,0,0,0,0,28,0,21,0,0,0,0,22,0,30,0,0,30,0,0,28,0,18,0,0,7,0,20,60,0,0,0,46
2014-11-01,36,0,0,48,0,0,0,0,0,0,0,0,0,25,0,5,0,0,27,20,0,14,0,0,0,0,0,0,0,22,0,66,0,0,0,27,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,16,0,0,0,0,11,21,0,11,0,0,0,0,0,21,0,0,0,0,22,0,0,31,0,0,0,0,0,0,22,0,0,0,0,20,20,0,0,0,95
2014-12-01,35,0,0,0,0,0,0,0,0,0,0,75,0,30,10,5,5,0,22,31,0,70,28,0,0,0,0,53,0,22,22,22,0,6,0,14,0,0,0,0,0,0,0,15,0,0,0,0,0,25,0,0,0,25,0,0,0,0,37,21,10,0,57,0,0,0,21,0,0,0,0,0,0,0,31,0,61,0,0,0,57,11,0,0,0,20,0,0,0,0,0,32
2015-01-01,57,0,0,0,0,0,68,0,0,0,0,73,0,42,9,5,5,0,42,25,0,54,13,0,0,0,0,100,0,42,0,42,0,5,0,8,0,89,45,0,45,0,0,28,0,0,0,89,0,55,16,0,31,23,0,23,0,20,30,10,10,0,68,0,0,0,20,0,0,0,0,43,0,29,29,0,0,0,0,0,68,35,0,7,0,0,19,19,0,0,0,30
2015-02-01,20,0,0,49,0,0,0,0,0,0,0,0,0,50,15,5,0,4,29,20,0,0,0,28,0,0,0,0,0,44,44,55,0,0,0,0,0,0,0,0,0,0,15,15,0,0,0,0,0,17,0,0,0,0,0,25,0,32,11,11,11,0,0,0,0,0,0,0,0,0,0,68,0,0,31,0,31,0,0,0,0,30,0,0,7,0,41,0,0,0,0,31
2015-03-01,18,0,0,45,0,0,0,0,0,0,0,0,0,28,9,5,0,0,33,17,0,13,0,13,0,0,0,0,0,31,21,0,0,0,0,5,0,0,0,0,0,0,14,14,0,0,0,0,0,15,0,0,0,0,0,0,0,0,29,0,0,0,27,0,0,0,0,19,0,0,21,0,0,29,0,0,29,0,0,0,27,38,0,0,0,0,19,0,0,0,0,36
2015-04-01,19,0,0,68,0,0,0,0,0,0,0,0,0,27,14,5,0,0,12,19,0,0,13,40,0,0,0,0,0,51,0,41,0,5,0,5,0,44,0,0,44,0,14,14,0,0,0,44,0,76,0,0,15,23,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,22
2015-05-01,10,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,15,4,0,0,0,0,0,0,0,0,0,62,0,21,0,0,0,0,0,0,0,0,44,0,14,14,0,0,0,0,0,0,0,0,15,0,0,23,0,0,20,10,0,0,27,0,0,0,40,20,0,0,0,0,0,0,0,0,0,0,0,0,27,31,0,7,0,0,0,0,0,0,0,30
2015-06-01,9,0,0,98,0,0,0,0,0,0,0,0,0,30,10,0,0,0,9,9,0,0,0,0,0,0,0,0,0,22,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,16
2015-07-01,7,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,4,8,0,0,0,0,0,0,0,0,0,52,0,21,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,15,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,7,0,0,0,0,0,0,0,29
2015-08-01,7,0,0,0,0,0,65,0,0,0,0,0,0,18,0,0,4,0,6,0,0,0,0,13,0,0,0,0,0,40,0,20,0,0,0,5,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,22,0,10,19,0,10,0,26,0,0,0,48,0,0,0,0,20,0,0,0,0,0,0,0,0,26,17,0,13,0,0,19,0,0,0,0,29
2015-09-01,20,0,0,0,0,0,0,0,0,0,0,0,0,52,4,0,0,0,6,8,0,0,0,12,0,0,0,0,0,19,0,19,0,0,0,26,0,41,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,21,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,26,0,6,0,18,0,0,0,0,0,14
2015-10-01,29,0,0,0,0,0,0,0,0,0,0,0,0,37,4,0,12,0,20,19,0,24,0,12,0,0,0,0,0,18,18,55,0,0,0,44,0,0,0,0,39,0,0,12,0,0,0,0,0,0,0,0,0,0,21,0,0,9,31,0,0,0,24,0,0,0,18,0,0,0,0,19,0,0,0,0,26,0,0,0,24,12,0,0,12,34,17,17,0,0,0,13
2015-11-01,25,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,26,7,0,0,0,0,0,0,0,0,0,19,37,0,0,0,0,25,0,0,0,39,0,0,12,0,0,0,0,0,0,14,14,0,0,0,0,21,0,0,9,0,9,0,24,0,0,0,27,0,0,0,0,0,0,26,26,0,0,0,0,0,24,22,0,12,0,0,17,34,0,0,0,26
2015-12-01,13,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,8,0,5,13,0,0,0,0,0,0,0,0,0,36,0,18,0,4,0,7,0,0,0,0,0,0,12,12,0,0,0,0,0,0,13,0,0,0,0,0,0,17,34,0,0,0,0,0,0,0,17,0,0,0,18,37,0,0,25,0,25,0,0,0,0,27,0,6,6,0,0,0,0,0,0,32
2016-01-01,22,0,0,0,0,0,0,0,0,0,0,0,0,59,0,7,7,0,13,12,0,0,0,11,11,0,0,0,0,17,0,17,0,0,0,6,0,0,0,36,36,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,8,0,0,32,0,0,0,32,16,0,0,17,0,0,23,0,0,0,0,0,0,32,22,0,0,6,0,15,0,0,0,0,30
2016-02-01,25,0,0,0,0,0,0,0,0,0,0,0,0,50,12,0,4,0,25,16,0,11,0,0,0,0,0,0,0,17,17,0,0,0,0,9,0,0,0,0,0,0,24,12,0,0,0,0,0,32,26,0,0,0,0,19,0,8,17,8,0,0,46,0,0,0,17,17,0,0,0,18,0,24,0,0,24,0,0,23,46,47,0,6,0,16,32,0,0,0,0,12
2016-03-01,29,0,0,0,0,0,0,0,0,0,0,56,0,22,4,0,0,0,21,13,0,10,0,10,0,0,0,0,0,57,0,16,0,4,0,8,0,35,0,0,0,0,11,22,0,35,0,35,0,18,0,0,24,0,0,0,0,0,27,8,0,0,42,0,0,0,15,0,0,0,0,0,0,23,23,0,23,0,0,0,42,49,0,5,5,45,0,0,0,0,0,23
2016-04-01,24,0,0,0,0,0,0,0,0,0,0,0,0,31,12,0,0,0,22,17,3,22,0,22,0,0,0,0,0,26,0,34,0,4,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,13,13,0,0,0,0,19,0,16,37,0,66,0,22,0,0,0,25,0,0,0,0,35,0,0,0,0,0,0,0,0,22,46,0,6,0,0,16,0,0,0,0,30
2016-05-01,9,0,0,38,0,0,0,0,0,0,0,0,0,31,0,0,0,0,10,5,3,11,0,0,0,0,0,0,0,26,0,34,0,4,0,4,0,0,0,0,0,0,11,11,12,0,0,0,0,0,0,0,13,0,0,0,0,8,20,0,8,0,22,0,0,0,25,0,0,0,0,17,0,0,0,0,0,0,0,0,22,23,0,6,0,0,0,0,0,0,0,43
2016-06-01,5,0,0,0,0,0,0,0,0,0,0,0,0,12,0,4,0,0,5,7,0,12,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,13
2016-07-01,8,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,0,0,11,5,4,11,0,0,0,0,0,0,0,18,0,18,0,0,0,0,0,0,0,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,24,0,0,0,0,12,0,0,0,0,0,0,0,0,0,25
2016-08-01,9,0,0,38,0,0,0,0,0,0,0,0,0,4,0,8,0,0,7,5,0,11,0,0,0,0,0,0,0,17,0,0,0,0,0,4,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,39,0,0,19,0,8,25,0,0,0,0,0,0,0,17,0,0,0,0,18,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,37
2016-09-01,15,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,4,0,12,5,0,0,0,0,0,0,0,0,0,33,0,25,0,0,0,23,0,35,0,0,0,0,11,22,0,0,0,35,0,0,0,0,0,19,18,19,0,0,12,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,23,0,0,0,0,14,0,0,0,0,0,0,0,0,0,35
2016-10-01,41,0,0,35,0,0,0,0,0,0,0,0,0,22,11,0,0,0,20,10,0,0,0,0,0,0,0,0,0,56,0,16,0,0,0,73,0,34,0,0,0,0,11,0,0,0,0,34,0,12,0,0,0,0,0,0,0,8,8,0,8,0,21,0,0,0,0,15,0,0,0,17,0,0,22,0,22,0,0,0,21,43,0,8,0,0,15,15,0,0,0,17
2016-11-01,27,0,0,0,0,0,0,0,0,0,0,0,0,54,0,4,11,0,20,11,3,21,0,0,0,0,0,0,0,40,16,40,0,4,0,44,0,34,0,0,0,0,11,16,0,0,0,34,0,12,24,0,12,0,0,36,0,8,35,8,0,0,42,0,0,0,23,0,0,0,0,17,0,22,0,0,0,0,0,0,42,35,0,5,5,15,15,22,0,0,0,29
2016-12-01,25,0,0,0,0,0,0,0,0,0,0,0,0,27,7,0,7,3,25,12,3,19,0,10,0,0,0,0,0,38,0,15,0,4,0,10,0,65,0,0,0,0,0,31,0,0,0,65,0,0,11,0,0,0,17,0,0,0,26,7,0,0,40,0,20,0,44,0,0,0,0,0,0,0,21,0,21,0,0,0,40,23,0,5,5,14,14,0,0,0,0,22
2017-01-01,36,0,0,32,0,0,47,0,0,0,0,0,0,68,10,6,3,0,25,19,0,28,0,9,0,0,0,35,0,51,29,44,0,4,0,13,0,0,31,0,0,0,0,0,0,0,0,0,0,38,0,0,11,16,0,33,0,10,42,7,0,0,0,0,19,0,14,14,0,0,0,22,0,20,61,0,0,0,0,19,0,46,0,5,0,0,0,0,0,0,0,42
2017-02-01,38,0,0,34,0,0,51,0,0,0,0,54,0,92,0,0,4,0,33,25,0,30,0,60,0,0,0,0,0,62,0,0,0,4,0,14,0,50,33,33,66,0,0,21,0,0,0,50,0,47,0,0,0,0,17,18,0,7,38,7,0,0,0,0,0,0,30,15,0,0,0,16,0,65,22,0,0,0,0,20,0,24,0,5,5,0,0,0,0,0,0,39
2017-03-01,25,0,0,0,0,0,0,0,0,0,0,0,0,38,6,13,9,0,18,11,0,18,0,18,0,0,0,0,0,49,0,14,0,0,0,7,0,30,0,60,0,0,0,19,0,30,0,30,0,21,0,0,0,16,0,16,0,0,27,7,0,0,0,0,18,0,27,13,0,0,0,0,0,19,0,0,0,0,0,0,0,40,0,0,5,26,0,0,0,0,0,10
2017-04-01,15,0,0,33,0,0,0,0,0,0,0,0,0,50,3,3,0,3,20,11,3,10,0,0,0,0,0,0,0,37,30,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,22,11,0,11,0,0,17,0,7,22,0,0,0,20,0,0,0,29,0,0,0,0,15,0,0,0,0,0,0,0,0,20,30,0,0,0,0,0,0,0,0,0,21
2017-05-01,10,0,0,0,0,0,51,0,0,0,0,0,0,42,4,0,7,0,13,5,0,0,0,0,0,0,0,0,0,47,0,31,0,0,0,6,0,0,0,0,0,0,11,11,0,0,0,0,0,24,0,0,0,0,0,0,0,15,15,0,8,0,20,0,0,0,15,0,0,0,0,32,0,22,0,0,0,0,0,0,20,11,0,5,0,0,0,0,0,0,0,22
2017-06-01,9,0,0,74,0,0,0,0,0,0,0,0,0,30,0,0,0,3,3,7,0,11,0,0,0,0,0,0,0,33,0,25,0,0,0,0,0,35,0,0,0,0,11,17,0,36,0,35,0,12,0,0,0,0,19,0,0,8,8,0,0,0,22,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,22,14,0,0,0,0,0,0,0,0,0,12
2017-07-01,5,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,4,0,10,5,0,10,0,10,0,0,0,0,0,24,0,16,0,0,0,0,0,0,0,34,0,0,21,11,0,0,0,0,0,12,0,0,0,0,0,0,0,0,11,8,0,0,21,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,21,16,0,0,0,0,0,0,0,0,0,17
2017-08-01,15,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,3,6,6,0,19,0,0,0,0,0,0,0,29,0,58,0,0,0,5,0,0,0,0,0,0,10,20,0,0,0,0,0,0,0,0,0,0,0,0,0,7,14,0,0,0,19,0,0,0,28,0,0,0,15,15,0,0,0,0,20,0,0,0,19,17,0,0,0,0,0,0,0,0,0,10
2017-09-01,18,0,0,65,0,0,0,0,0,0,0,0,0,10,0,0,0,0,16,9,0,19,0,9,0,0,0,0,0,44,0,52,0,0,0,15,0,0,31,0,31,0,10,0,0,0,0,0,0,11,0,0,0,0,0,16,0,7,14,0,7,0,0,0,0,0,21,0,0,0,0,15,0,0,20,0,0,0,0,0,0,22,0,5,0,0,14,0,0,0,0,47
2017-10-01,32,0,0,0,0,0,0,0,0,0,0,0,0,26,3,0,3,0,29,16,0,19,0,28,0,0,0,0,0,44,15,15,0,0,0,53,0,31,0,0,31,0,0,15,0,31,0,31,0,0,0,0,0,0,0,0,0,7,42,7,0,0,0,0,19,0,55,14,0,0,15,15,0,0,20,0,41,0,0,0,0,29,0,5,0,14,0,14,0,0,0,10
2017-11-01,31,0,0,31,0,0,0,0,0,0,0,0,0,32,0,0,0,3,20,9,0,9,0,0,0,0,0,0,0,14,14,21,0,0,0,27,0,0,0,0,30,0,10,10,0,0,0,0,0,11,0,0,0,0,16,0,0,0,58,0,0,0,19,0,0,0,48,0,0,0,15,0,0,20,20,0,0,0,0,0,19,36,0,5,0,0,13,13,0,0,0,20
2017-12-01,33,0,0,32,0,0,0,0,0,0,0,0,0,35,10,0,6,0,33,17,0,46,0,18,18,0,0,0,0,43,0,14,0,0,0,23,0,0,0,0,31,0,10,14,0,0,0,0,0,27,0,0,11,0,0,16,0,0,31,10,0,0,37,0,0,0,41,14,0,0,15,0,0,0,0,0,0,0,0,0,37,24,0,0,0,13,13,13,0,0,0,31
2018-01-01,100,0,0,0,0,0,65,0,0,0,0,0,0,54,24,0,15,0,86,81,3,69,9,60,0,0,0,0,0,94,33,13,0,5,0,25,0,43,0,57,29,50,18,13,0,57,0,43,0,65,10,0,10,0,0,30,0,13,45,26,6,0,61,0,17,0,38,19,0,0,14,27,0,46,84,0,65,0,0,26,61,49,0,7,9,25,19,0,0,0,0,38
2018-02-01,93,0,0,31,0,0,0,0,0,0,0,0,0,89,19,0,9,6,100,74,0,100,27,54,9,0,0,0,0,71,28,28,0,11,0,21,0,75,30,0,90,43,19,10,0,0,0,75,0,100,0,0,0,0,16,16,0,10,41,17,0,0,46,0,0,0,54,14,0,0,0,22,0,20,39,0,59,0,0,46,46,24,0,0,14,0,26,26,0,0,0,30
2018-03-01,49,0,0,0,0,0,43,0,0,0,0,0,0,48,12,6,3,0,32,32,3,69,0,17,9,0,0,0,0,60,0,13,0,0,0,10,0,29,28,57,57,45,9,9,0,29,0,29,0,50,10,0,0,15,0,0,0,6,22,13,6,0,17,0,17,0,19,13,0,0,0,14,0,18,19,0,0,0,0,18,17,36,0,4,0,25,0,12,0,0,0,19
2018-04-01,18,0,0,0,0,0,0,0,0,0,0,0,0,28,6,6,0,0,20,11,0,0,0,9,0,0,0,0,0,28,14,14,0,0,0,3,0,0,29,0,0,23,0,19,0,0,0,0,0,31,10,0,10,0,31,0,0,7,17,7,0,0,18,0,0,0,0,0,0,0,0,14,0,0,19,0,0,0,0,18,18,26,0,5,0,0,0,0,0,0,0,30
2018-05-01,12,0,0,31,0,0,0,0,0,0,0,0,0,25,3,0,0,0,10,4,0,9,0,0,0,0,0,33,0,28,0,28,0,0,0,0,0,0,0,0,29,0,19,14,0,0,0,0,0,0,0,0,10,0,0,16,0,7,23,0,0,0,0,0,0,0,33,0,0,0,21,14,0,0,0,0,19,0,0,0,0,26,0,0,9,13,0,0,0,0,0,20
2018-06-01,13,0,0,0,0,0,0,0,0,0,0,0,0,26,0,6,6,0,14,7,0,18,0,9,0,0,0,0,0,14,0,14,0,0,0,7,0,0,0,0,30,0,0,19,0,0,0,0,0,0,0,0,0,0,16,0,0,7,21,14,0,0,0,0,0,0,0,14,0,0,0,15,0,40,20,0,0,0,0,28,0,31,0,5,0,0,0,0,0,0,0,10
2018-07-01,8,0,0,30,0,0,0,0,0,0,0,0,0,28,0,3,0,0,4,4,0,0,0,0,0,0,0,0,0,28,0,27,0,0,0,0,0,0,29,0,0,0,9,9,0,0,0,0,0,0,10,0,0,0,0,15,0,7,13,7,0,0,0,0,0,0,26,0,0,0,0,14,0,19,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,20
2018-08-01,11,0,0,0,0,0,0,0,0,0,0,0,0,30,3,0,0,0,8,5,0,0,0,0,0,0,0,0,0,40,0,27,0,0,0,10,0,0,0,29,0,0,9,27,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,0,6,0,0,0,0,0,0,0,0,0,0,14,0,19,0,0,0,0,0,18,0,20,0,0,0,12,0,0,0,0,0,34
2018-09-01,27,0,0,31,0,0,0,0,0,0,0,0,0,34,0,3,0,0,17,13,0,9,0,9,0,0,0,0,0,42,0,0,0,0,0,39,0,30,60,0,0,0,9,28,0,0,0,30,0,0,10,0,0,16,0,16,0,7,41,0,0,0,18,0,0,0,13,0,0,0,0,14,0,0,0,0,0,0,0,0,18,28,0,0,0,13,13,13,0,0,0,35
2018-10-01,55,0,0,31,0,0,0,0,0,0,0,0,0,50,15,6,3,0,39,17,0,18,0,0,9,0,0,0,0,55,14,21,0,0,0,68,0,29,29,30,30,9,0,28,0,29,0,29,0,0,10,0,10,0,0,0,0,13,13,7,7,0,36,0,0,0,40,13,0,0,0,28,0,0,19,0,0,0,0,0,36,35,0,5,0,26,0,51,0,0,0,15
2018-11-01,33,0,0,0,0,0,0,0,0,0,0,0,0,44,6,0,6,3,13,13,0,0,9,9,0,0,0,0,0,28,0,14,0,3,0,52,0,0,0,30,0,0,9,9,0,0,0,0,0,10,0,0,0,0,16,16,0,7,27,13,0,0,18,0,0,0,13,0,0,0,14,14,0,19,0,0,19,0,0,0,18,16,0,5,5,0,0,26,0,0,0,10
2018-12-01,30,0,0,0,0,0,0,0,0,0,0,0,0,29,13,10,3,0,23,22,0,9,0,0,0,0,0,0,0,22,29,43,0,0,0,9,0,0,61,0,0,10,0,24,0,0,0,0,0,32,0,0,11,0,0,0,0,10,38,7,7,0,19,0,0,0,55,14,0,0,15,22,0,0,0,0,0,0,19,19,19,53,0,5,5,13,0,0,0,0,0,26
2019-01-01,46,0,0,30,0,0,44,0,0,0,0,0,0,51,6,6,3,0,33,23,0,52,0,17,0,0,0,0,0,67,13,14,0,3,0,25,0,100,0,0,0,0,0,18,0,0,0,100,0,30,20,0,0,0,0,15,0,19,26,0,0,0,35,0,17,0,13,13,0,0,0,41,0,19,19,0,19,0,44,0,35,38,0,0,0,13,0,0,0,0,0,29
2019-02-01,51,0,0,0,0,0,47,0,0,0,0,100,0,45,19,6,10,0,60,29,0,19,28,28,0,0,0,0,0,50,29,0,0,7,0,7,0,0,31,31,31,0,0,29,0,31,0,0,0,64,22,0,21,16,0,24,0,14,14,17,7,0,47,0,0,0,41,28,0,0,15,29,0,30,0,0,20,0,57,19,47,39,0,0,7,0,13,0,0,0,0,56
2019-03-01,44,0,0,61,0,0,89,0,0,0,0,48,0,46,6,0,6,0,44,28,0,27,9,18,0,0,0,0,0,62,0,14,0,0,0,9,0,59,59,0,58,0,18,18,0,0,0,59,0,46,0,0,31,15,15,15,0,10,16,0,7,0,36,0,0,0,0,0,0,0,0,21,0,0,0,0,29,0,18,18,36,37,0,5,9,19,0,0,0,0,0,34
2019-04-01,21,0,0,31,0,0,0,0,0,0,0,49,0,32,6,3,0,0,14,9,0,36,0,18,0,0,0,0,0,43,0,21,0,0,0,4,0,0,0,30,0,0,0,9,0,0,0,0,0,21,0,0,0,0,16,16,0,7,30,20,7,0,18,0,0,0,27,0,0,0,14,14,0,20,0,0,0,0,19,18,18,24,0,0,0,20,13,0,0,0,0,20
2019-05-01,12,0,0,0,0,0,0,0,0,0,0,0,0,40,3,9,0,0,6,4,0,0,0,9,0,0,0,0,0,83,0,0,0,0,0,3,0,0,0,0,0,0,0,23,0,0,0,0,0,10,11,0,21,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,14,0,0,20,0,0,0,0,0,37,0,35,0,5,0,0,0,0,0,0,0,15
2019-06-01,8,0,0,31,0,0,0,0,0,0,0,0,0,35,0,0,0,0,4,6,0,19,0,0,0,0,0,0,0,29,0,14,0,0,0,0,0,0,31,30,0,0,10,15,0,0,0,0,0,0,0,0,0,0,16,16,0,21,10,7,0,0,0,0,0,0,27,0,0,0,15,44,0,0,20,0,0,0,0,0,0,17,0,0,5,0,0,0,0,0,0,21
2019-07-01,7,0,0,29,0,0,0,0,0,0,0,0,0,24,0,0,0,0,7,5,0,9,0,0,0,0,0,0,0,27,13,47,0,0,0,10,0,0,0,29,0,0,0,9,0,28,0,0,0,0,0,0,0,0,0,15,0,13,13,6,0,0,0,0,0,0,0,13,0,0,0,28,0,0,0,0,0,0,0,18,0,16,0,0,0,0,0,0,0,0,0,24
2019-08-01,11,0,0,0,0,0,0,0,0,0,0,0,0,27,3,0,0,0,5,8,0,8,0,0,0,0,0,0,0,33,0,26,0,0,0,7,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,9,0,0,0,0,0,0,25,0,0,0,13,0,0,0,0,0,0,0,17,17,0,24,0,4,0,0,0,0,0,0,0,23
2019-09-01,29,0,0,0,0,0,0,0,0,0,0,44,0,40,0,0,6,0,8,4,0,0,8,8,0,0,0,0,0,38,0,26,0,0,0,45,0,27,0,0,27,0,0,9,0,0,0,27,0,0,0,0,9,0,0,14,0,0,21,9,6,0,17,0,0,0,18,12,0,0,0,0,0,18,0,0,18,0,17,17,17,26,0,0,0,12,0,0,0,0,0,23
2019-10-01,48,0,0,0,0,0,82,0,0,0,0,0,0,54,3,0,3,0,35,20,0,24,0,8,0,0,0,0,0,25,0,13,0,0,0,100,0,27,0,27,0,0,0,17,0,0,0,27,0,0,0,0,0,0,14,0,0,9,21,0,6,0,16,0,0,0,0,0,0,0,0,19,0,18,18,0,0,0,0,42,16,28,0,4,0,12,12,23,0,0,0,14
2019-11-01,31,0,0,0,0,0,0,0,0,0,0,46,0,30,15,3,0,0,21,17,0,26,8,0,0,0,0,0,0,26,13,26,0,0,0,23,0,0,0,0,0,0,0,9,0,0,0,0,0,10,10,0,10,0,0,15,0,13,25,6,0,0,17,0,0,0,32,0,0,0,0,27,0,0,18,0,18,0,35,17,17,31,0,0,4,0,0,25,0,0,0,24
2019-12-01,43,0,0,0,0,0,42,0,0,0,0,0,0,49,29,3,9,0,25,24,3,25,8,33,0,0,0,0,0,32,13,26,0,0,0,19,0,28,0,28,28,0,9,22,0,0,0,28,0,29,0,0,0,0,0,0,0,9,44,12,0,0,0,0,0,0,0,0,0,0,0,20,0,18,18,0,18,0,17,17,0,35,0,4,4,12,0,0,0,0,0,32
